Type_of_paper;Definition;Tokens;Cluster_of_token
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";similar;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";input;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";encoded;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";using;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";distinct;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";representation;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";whereas;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";pattern;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";completion;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";requires;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";similar;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";input;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";eg;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";original;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";item;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";subsequent;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";retrieval;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";cue;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";collapse;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";onto;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";same;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";representation;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";principle;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";pattern;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";completionis;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";heart;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";conjunctive;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";representation;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";explains;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";1;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";why;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";conjunctive;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";representation;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";will;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";support;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";more;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";conditioning;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";than;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";unconjoined;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";feature;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";2;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";why;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";context;
Rodent_Study;"The first property of conjunctive representations that should be mentioned is that they will support what is sometimes termed pattern completion (Marr, 1971; McNaughton & Morris, 1987; O’Reilly & McClelland,1994). When an input pattern of features (A, B, C, D, E) is conjoined into a memory representation, the presentation of a subset of the features (e.g., A, E) will activate the memory for the entire input pattern. | In pattern separation, similar inputs are encoded using distinct representations, whereas
pattern completion requires that similar inputs (e.g., the
original item and its subsequent retrieval cue) collapse
onto the same representations. | The principle of pattern completionis at the heart of the
conjunctive representation and explains (1) why a conjunctive representation will support more conditioning
than its unconjoined features and (2) why context preexposure produces more conditioning in the immediateshock paradigm";preexposure;
